0x033A6DF807c204697daE4EAa9CDC0880Fc4dDF02,1171
0x85bD43dBb99A2290E4cD930fc6B952D903f83fFb,809
0xED31BeCD06fBFC54E9d4294059e473254265eAb2,358
0xc7dA9B99627163d0aFc06e5AdA323DDfaDA8FaDE,151
0x934cC16F2c7dfc0816e087d1C1A0647C9AB0694c,92
0x337B9727E78C18b8D5111f787A9ae5Fdc7E54897,73
0x998c1e902ac23696F6fBA069a688487A89Ec3843,44
0x2690e0b5830Cd4c39083fa0c43EdA583d9f4B2D1,36
0x4f2204D3c9965F031f9147B0558D01D6b56ce442,27
0x75E934ebfe57B08C9B0686f5AaAd72699c28c1C2,26
0x4e3B22B00EedeDb66C1F62eedfceAE453Cea70f3,26
0x74046392a33a6aCeD83C1b37E69FDb155e567ff9,22
0x9dB44fb2f2d4B645443fada48Cea0899CA1B6640,20
0x04321E7E28769e77B46dDAF97713A364a1893584,19
0x6234805771Cf57590158B65e7731C6DC7e88d2Ff,19
0x2a9d61E86f11FA11CAfcB084a4102E21bD87ccA6,18
0x902402569DFdBd2E7Ca3D48a6447d7ED200E6d39,16
0xAA38e3658D2544c523602aaF76e5C708fC35c183,14
0xadB7D5838d4D3bD5F42a6A5d2d60b5Be01fFb3B1,12
0xA38fA3dD33Ab59Ec465AF92dfCb0D164eA3Be735,11
0xa47d862092ea26e1Cf7a054a23f06EEa45Da2ACA,10
0x84Ef8eA33A39Da66839d7532bF11794355277634,10
0x90A549fa595fDF7d1EcC7ee3897f65DE91ceDC34,10
